*videoid_6IOUEJN6GRI;0;0;5;7;1;0;0
*idsegment_1;0;1;0;1;0;1;0
*idsegment_2;0;1;1;0;0;1;1
*idsegment_3;0;1;1;0;0;1;0
*idsegment_4;1;0;0;1;1;1;1
*idsegment_5;1;0;0;1;0;1;1
*idsegment_6;1;0;0;1;1;0;1
*idsegment_7;1;0;0;1;1;0;1
*idsegment_8;1;1;0;1;0;0;0
*idsegment_9;0;1;1;0;2;0;0
*idsegment_10;0;1;1;0;1;0;0
*idsegment_11;0;0;1;0;0;0;0
*idsegment_12;0;0;0;1;0;0;0
*idsegment_13;0;0;0;0;1;0;0
*videoid_Ab_5e7jEoag;0;0;0;0;0;0;5
*videoid_QA84_nDOREk;0;2;0;0;0;5;0
*videoid_mjdbw7M0LRI;1;0;0;0;5;0;0
*videoid_p6Pzs3iGwNk;4;4;0;0;1;0;0